order_id,order_status,shipment_date,delivery_date,return_date,return_status
AU-7d42b5c6,Shipped,2023-09-12,2024-12-26,,Not Returned
AU-f3dd62c5,Returned,2023-11-12,2021-09-09,,Not Returned
AU-a1365de3,In Transit,2022-01-20,2023-04-13,2020-02-29,Returned
CA-000df674,In Transit,2022-01-07,2022-03-13,,Not Returned
CA-542fe4e2,Returned,2023-07-22,2020-10-31,,Returned
CA-54e68f36,Shipped,2022-05-09,2022-09-13,,Not Returned
US-ab1274ad,Returned,2022-02-06,2020-09-20,2024-12-06,Returned
IN-32521a8a,Delivered,2022-10-07,2024-12-23,,Returned
IN-720c8794,Delivered,2023-08-27,2024-10-22,,Not Returned
IN-eabd82e0,Returned,2024-04-14,2022-04-24,,Returned
CA-b561b057,Delivered,2022-05-16,2022-12-07,,Not Returned
CA-396d371d,Shipped,2020-12-29,2021-12-18,2020-08-19,Returned
CA-d438d817,In Transit,2022-07-17,2025-02-21,,Not Returned
CA-8fcc83f3,Delivered,2024-07-27,2024-09-08,,Returned
CA-3ecbf5a6,Returned,2023-11-18,2023-05-29,,Returned
CA-1b8cb987,Delivered,2021-11-08,2020-01-16,,Returned
AU-0f002dd0,Delivered,2024-04-29,2021-02-27,,Returned
AU-1774ac5e,Delivered,2024-10-10,2024-12-03,,Not Returned
UK-30eb0d21,Delivered,2022-05-24,2024-01-24,,Not Returned
UK-321bfad4,Delivered,2022-09-12,2021-06-23,,Returned
US-9bcea6d3,Returned,2021-06-21,2022-08-01,,Returned
AU-b733ddab,In Transit,2024-07-04,2023-06-08,,Returned
AU-95d52c01,Returned,2023-04-08,2023-06-28,,Returned
CA-57195c76,Shipped,2022-01-23,2025-01-26,,Returned
AU-455bccc3,Shipped,2023-05-31,2022-03-23,,Returned
AU-4b67bcb1,In Transit,2020-05-03,2024-10-28,,Not Returned
AU-54365c1a,Delivered,2022-02-20,2020-09-23,,Returned
AU-780a8bd8,Returned,2024-03-01,2023-12-21,,Returned
AU-b63396d2,In Transit,2024-01-23,2023-08-05,,Returned
IN-ab9cfe6a,In Transit,2024-07-13,2022-08-17,,Returned
CA-5f308e2c,In Transit,2022-12-14,2024-03-10,,Returned
CA-bb896d22,Delivered,2022-08-13,2022-11-21,,Returned
CA-07d590b5,Delivered,2021-01-11,2020-08-03,,Not Returned
AU-b76a5242,Shipped,2021-01-28,2024-01-07,,Returned
IN-a951ae8f,In Transit,2022-09-24,2023-07-23,,Not Returned
AU-052bfe63,In Transit,2022-01-20,2021-11-19,,Returned
AU-1d5bad8d,In Transit,2024-08-11,2024-06-06,,Not Returned
AU-a89bc892,In Transit,2020-09-03,2020-02-26,,Returned
AU-17fb0db6,Returned,2024-09-01,2021-06-14,,Returned
AU-8cb25a15,In Transit,2023-03-10,2020-10-05,,Not Returned
AU-75714393,In Transit,2020-12-17,2023-08-03,,Not Returned
AU-1b93a86c,Returned,2022-03-02,2024-09-02,,Not Returned
AU-166ffce0,In Transit,2021-09-20,2024-08-26,,Not Returned
US-06636d5d,Shipped,2021-09-11,2021-06-24,,Returned
US-69ff3afb,Delivered,2020-07-18,2021-04-09,,Returned
UK-780ecba7,Delivered,2023-02-22,2024-09-09,,Returned
UK-d65683b2,Returned,2023-01-02,2022-05-28,,Not Returned
CA-ee8393da,In Transit,2021-06-08,2023-06-22,,Returned
CA-9793bb1e,In Transit,2022-07-24,2023-10-23,,Returned
AU-3509895d,In Transit,2023-01-06,2020-07-20,,Not Returned
AU-fa0856e6,Returned,2024-01-05,2024-03-17,2024-08-07,Not Returned
AU-3a6d674a,Shipped,2023-12-27,2024-07-27,2024-05-04,Not Returned
AU-88dd36d4,Delivered,2024-10-30,2022-10-26,,Not Returned
IN-9923dd2c,Delivered,2024-10-20,2022-01-04,,Not Returned
IN-0a3eb513,Shipped,2024-08-22,2024-03-21,,Returned
IN-3afe928b,Delivered,2022-06-22,2021-07-29,,Not Returned
CA-a975d61a,Shipped,2021-03-30,2024-11-05,,Not Returned
CA-62e171b4,Shipped,2023-04-29,2021-09-25,2022-05-23,Not Returned
CA-0e13b75c,Delivered,2023-11-23,2020-07-09,,Returned
US-530b9cbb,Delivered,2021-11-27,2024-11-12,,Returned
US-fc749418,Returned,2020-09-23,2020-06-20,,Returned
US-2c73a603,Delivered,2022-01-19,2024-12-11,,Not Returned
UK-cfe597be,Delivered,2022-08-07,2024-11-22,,Not Returned
UK-49804601,Shipped,2020-09-06,2024-05-01,,Not Returned
UK-23f33fde,Returned,2023-10-05,2025-01-26,,Returned
US-bd3631b4,Delivered,2023-11-30,2022-06-30,2025-02-07,Returned
US-f3d3d02d,Shipped,2025-02-01,2022-05-06,,Returned
US-e1ea25f6,Shipped,2022-02-28,2020-07-13,,Returned
US-dd05be92,Returned,2021-06-19,2023-02-24,,Not Returned
US-5a18a393,Shipped,2024-12-03,2023-11-14,,Returned
US-97be49be,Returned,2021-04-17,2023-12-25,,Returned
US-6db260bd,Shipped,2023-12-10,2024-10-22,,Not Returned
CA-265dd83d,Returned,2022-04-06,2024-09-09,,Returned
IN-a4a73663,Returned,2021-12-15,2020-11-21,,Not Returned
US-f630f62c,Delivered,2024-10-11,2020-04-14,,Not Returned
US-358716ad,Shipped,2024-11-16,2021-10-09,,Not Returned
AU-72f17d19,In Transit,2022-01-15,2021-09-04,2025-02-13,Returned
AU-2a408bcd,Shipped,2020-02-20,2022-04-07,,Returned
AU-40896521,In Transit,2022-11-29,2020-09-18,,Not Returned
AU-7f9e59a3,Shipped,2020-02-29,2023-02-23,,Not Returned
IN-e743d392,Returned,2024-08-07,2023-06-13,,Not Returned
US-32266974,Delivered,2023-05-05,2024-09-04,,Not Returned
UK-919972f3,Returned,2022-11-02,2022-02-27,2023-08-12,Returned
UK-f2371734,Delivered,2020-05-16,2020-11-27,2023-04-28,Not Returned
UK-18df7878,Delivered,2023-02-15,2020-10-26,,Not Returned
UK-b99758d8,In Transit,2023-12-18,2020-01-27,2020-06-05,Not Returned
UK-52c67575,Shipped,2020-03-04,2021-10-07,,Returned
IN-ac5e6bff,Returned,2021-02-05,2024-09-12,,Not Returned
IN-a3c16b7e,Returned,2024-11-11,2025-03-16,,Not Returned
IN-ab5d27cd,Shipped,2024-07-13,2023-10-27,,Returned
CA-d50a9f1a,Delivered,2020-01-19,2022-05-15,,Not Returned
CA-961c946b,Returned,2020-11-08,2022-09-15,,Returned
CA-df840bfb,Delivered,2023-05-26,2021-05-24,,Returned
AU-980d1b08,Delivered,2023-07-22,2024-07-21,,Not Returned
AU-d8e8ea9f,Returned,2024-07-06,2020-04-22,,Not Returned
IN-1af0aeaa,Shipped,2022-09-21,2022-12-06,,Returned
AU-42973e29,Shipped,2024-01-08,2025-01-09,,Returned
AU-65f22816,Delivered,2022-05-24,2025-03-18,,Not Returned
UK-b4471e8a,Delivered,2020-04-01,2022-04-23,,Not Returned
UK-332f1674,In Transit,2025-02-19,2022-10-08,,Not Returned
UK-12b351ed,Shipped,2020-06-14,2025-01-05,,Returned
IN-ab647ee7,In Transit,2025-01-20,2022-09-25,,Returned
CA-aafc5950,Delivered,2022-10-02,2021-05-30,,Returned
US-4fe26765,Shipped,2024-03-31,2022-05-22,,Not Returned
US-ccf32b6f,Delivered,2024-12-11,2020-12-25,,Returned
US-ebba79ca,In Transit,2023-02-11,2022-08-17,,Returned
CA-66bb06c8,Shipped,2024-06-15,2024-09-23,,Not Returned
CA-39085882,Shipped,2024-06-05,2023-03-18,,Returned
AU-d9ff9a84,Delivered,2021-01-26,2020-12-14,,Returned
UK-5e5f37e5,In Transit,2022-04-11,2023-05-17,,Not Returned
UK-6446db36,Delivered,2021-07-24,2020-09-22,,Not Returned
UK-15c16a1c,Returned,2020-07-25,2020-06-05,,Returned
UK-58223a62,Returned,2024-03-08,2020-03-14,,Returned
UK-feadfabd,In Transit,2024-07-18,2024-07-25,,Returned
UK-2c2493c5,In Transit,2021-02-24,2023-04-23,,Returned
IN-200c6e46,Shipped,2024-04-04,2020-10-25,2020-09-27,Returned
IN-66fd7b12,In Transit,2020-01-24,2024-07-15,,Not Returned
AU-da9fa1fc,In Transit,2025-01-01,2021-07-05,,Returned
AU-aecd6116,Shipped,2025-01-25,2021-12-16,,Returned
US-9cf30727,Delivered,2024-12-09,2021-03-27,,Returned
UK-6b9162c5,Returned,2021-06-13,2020-12-30,,Not Returned
UK-0a0c5337,Shipped,2021-05-04,2024-10-29,,Not Returned
UK-71b8b3d0,Shipped,2023-05-23,2020-03-06,2022-10-24,Not Returned
UK-8ffed97b,In Transit,2023-08-13,2023-01-06,2021-12-18,Returned
UK-674f265e,In Transit,2023-02-12,2022-07-15,,Not Returned
UK-8a51bffc,Returned,2020-12-10,2020-11-21,,Returned
AU-8d2ca1ec,Delivered,2021-02-05,2021-12-10,,Not Returned
AU-ec010b14,Returned,2024-09-28,2023-10-11,,Returned
AU-b890f924,Delivered,2022-03-02,2020-03-13,,Not Returned
IN-309e2368,Delivered,2024-07-05,2022-08-09,,Not Returned
IN-4b2510cf,Returned,2024-04-18,2022-03-17,,Returned
IN-0e3ab2ab,Shipped,2023-05-23,2022-01-06,,Not Returned
AU-a4a65448,In Transit,2023-10-08,2020-02-23,,Not Returned
CA-a9fc16db,Delivered,2022-04-27,2023-06-16,,Returned
CA-a2a48f80,Delivered,2024-01-02,2024-03-30,,Not Returned
CA-d28af218,Returned,2020-04-07,2022-09-10,,Returned
UK-70d92922,Delivered,2021-10-25,2023-11-18,,Returned
UK-ea72ea34,Shipped,2022-02-11,2023-02-09,,Not Returned
IN-bd7a32bc,Shipped,2020-10-12,2020-08-28,,Returned
IN-96f412d0,Returned,2020-09-30,2023-01-21,,Not Returned
IN-4e9cb9ff,Returned,2020-12-15,2023-06-27,,Returned
AU-4545ef29,In Transit,2022-06-27,2022-05-27,,Not Returned
AU-8b88152e,Delivered,2025-03-10,2021-11-24,,Returned
CA-4bed8c7e,Returned,2024-08-19,2021-03-21,,Not Returned
CA-8ec2290f,Returned,2021-09-11,2024-12-21,2024-08-14,Returned
AU-f6f8ddc3,Returned,2023-02-16,2022-08-21,,Not Returned
AU-f3f0a8d6,Returned,2022-05-10,2023-04-23,,Not Returned
US-556918b6,Shipped,2022-08-02,2020-04-09,,Returned
US-7df9a724,Returned,2021-03-02,2023-12-19,,Returned
US-6a436b03,Delivered,2024-10-05,2021-04-04,,Returned
CA-a1a99805,Returned,2020-08-25,2020-11-21,,Not Returned
IN-65c8d8f8,Delivered,2024-04-01,2024-04-15,,Not Returned
IN-13da2577,Delivered,2025-03-15,2024-10-18,,Returned
AU-e090bd3f,Returned,2024-02-19,2021-06-17,,Returned
IN-5fa6c183,Returned,2023-11-25,2022-05-07,,Not Returned
IN-9b04adb3,Returned,2020-12-26,2021-03-03,,Not Returned
UK-416da9be,In Transit,2024-05-01,2024-07-24,,Not Returned
CA-2fe64516,Returned,2024-09-09,2020-04-06,,Not Returned
CA-89caaa75,Delivered,2022-02-28,2020-07-25,,Not Returned
CA-b8a6bb1e,Shipped,2024-02-10,2022-10-04,,Not Returned
AU-1773eef6,Delivered,2021-05-08,2023-11-20,,Not Returned
US-9740a68e,Delivered,2020-08-24,2022-05-16,2021-12-15,Returned
US-ed9e709b,Shipped,2022-01-18,2021-02-15,,Returned
AU-0d3182ce,Delivered,2024-01-27,2024-10-22,,Returned
CA-8ec93b8c,Shipped,2022-01-04,2022-10-06,2020-02-10,Not Returned
CA-4aa5536f,In Transit,2025-02-02,2023-04-04,,Returned
CA-99b2041d,Delivered,2025-03-15,2022-02-21,,Not Returned
UK-6861f554,Returned,2020-02-15,2025-03-13,,Not Returned
UK-2d32be9e,Delivered,2022-11-15,2021-03-10,,Not Returned
UK-b7855297,In Transit,2022-08-10,2025-02-27,,Not Returned
AU-7a1907a6,Returned,2021-05-11,2021-01-31,,Not Returned
AU-6b406662,Delivered,2022-03-13,2022-10-01,,Returned
AU-fde01b5d,In Transit,2021-07-26,2024-06-23,,Returned
AU-cc002b19,Returned,2020-06-11,2024-01-11,,Returned
AU-3d324d1f,Delivered,2021-09-23,2020-11-27,,Not Returned
US-c22c4fd8,In Transit,2020-02-02,2020-10-04,2024-06-24,Not Returned
US-cbc2e041,Delivered,2022-07-08,2022-07-21,2024-08-09,Returned
US-876a43a0,In Transit,2023-03-08,2023-05-30,,Returned
AU-17ab9ade,Shipped,2022-05-30,2022-11-15,,Returned
AU-800bad2b,Delivered,2022-01-20,2020-05-17,,Not Returned
UK-a6ab3221,Returned,2022-10-20,2020-02-13,,Returned
UK-1eeace03,Delivered,2024-10-03,2023-11-25,,Returned
UK-54c23f71,Delivered,2023-11-07,2022-02-05,,Not Returned
UK-a68a42be,In Transit,2021-12-03,2020-07-07,,Not Returned
UK-724d8aa8,Delivered,2023-09-20,2023-09-26,,Not Returned
UK-f10a97ae,Delivered,2023-07-27,2022-04-19,,Returned
IN-d4cd80d1,Delivered,2024-06-16,2021-07-25,,Returned
IN-9a32a021,Delivered,2025-03-07,2023-09-10,,Returned
IN-14ecb045,Shipped,2023-04-27,2020-10-06,,Returned
IN-a4f06617,Returned,2024-10-01,2020-08-24,,Returned
AU-69141a24,In Transit,2023-04-19,2022-06-19,,Not Returned
CA-30f87b71,Returned,2021-11-26,2023-08-08,,Not Returned
UK-3768f0cd,Shipped,2020-07-15,2020-12-26,,Not Returned
UK-83a4851f,Delivered,2021-04-02,2022-08-07,,Not Returned
UK-ca7871e2,In Transit,2023-07-12,2020-01-18,2020-04-15,Returned
UK-0bed4f48,Shipped,2021-03-23,2023-01-24,,Returned
UK-ad33c999,In Transit,2025-02-21,2022-02-15,,Returned
UK-e924b839,Shipped,2023-08-31,2024-05-22,,Not Returned
UK-cc5bd097,Shipped,2020-03-28,2022-01-08,,Not Returned
US-0111d493,In Transit,2020-08-21,2020-04-05,,Not Returned
US-bd42ca90,Returned,2022-01-17,2022-05-18,,Returned
US-15501195,Delivered,2023-02-17,2023-05-07,,Not Returned
US-885bb65b,Returned,2021-12-18,2020-03-23,,Returned
US-3244334a,Shipped,2023-09-19,2021-11-19,,Returned
CA-e21f87c5,Shipped,2022-01-26,2024-11-23,,Returned
CA-16a972a4,Delivered,2025-03-19,2023-07-27,,Not Returned
CA-efba9076,Delivered,2024-01-15,2022-09-25,,Not Returned
US-5a0985af,Delivered,2022-03-16,2021-02-10,,Returned
US-62422b6d,Delivered,2025-01-14,2023-06-15,,Not Returned
US-d9ce11d4,Shipped,2023-12-10,2024-05-30,,Not Returned
US-d2ed4713,Returned,2024-08-02,2020-02-24,,Returned
US-62203bf3,In Transit,2021-03-20,2024-06-23,,Returned
US-f3063f9c,In Transit,2023-02-14,2022-07-25,,Returned
US-3bbf6815,Delivered,2024-05-03,2022-08-12,,Returned
AU-2a17c2cd,Delivered,2022-12-04,2020-05-16,,Returned
AU-f0a9ca19,In Transit,2022-01-07,2023-09-11,,Not Returned
AU-04af16bf,Delivered,2020-08-10,2022-12-19,,Returned
US-e1267bdd,In Transit,2022-04-19,2023-04-22,,Returned
US-febf6a68,In Transit,2022-05-25,2021-08-07,,Returned
CA-d12fa5ed,Returned,2022-03-08,2022-07-31,,Returned
CA-88e945e2,Delivered,2020-04-25,2020-09-15,2022-10-11,Returned
CA-78f4f746,In Transit,2020-11-12,2023-09-29,,Returned
IN-a53d0dad,Delivered,2020-03-04,2024-04-14,,Not Returned
IN-1b2f0a15,Delivered,2022-06-28,2024-01-16,,Not Returned
IN-004278c1,In Transit,2022-08-19,2023-03-08,,Returned
AU-c7407254,Delivered,2024-10-27,2022-12-21,,Not Returned
AU-a4352329,Delivered,2021-12-14,2021-12-15,,Not Returned
IN-fdd3efeb,Returned,2021-12-24,2021-04-22,,Returned
IN-9def19d0,Shipped,2020-02-19,2020-03-06,,Not Returned
IN-1ea58641,Delivered,2024-08-24,2023-04-19,,Not Returned
IN-e22c592a,Returned,2020-11-28,2023-07-30,,Not Returned
IN-9144a42d,Returned,2024-07-27,2023-03-21,,Returned
IN-f46e1702,Shipped,2020-07-05,2021-04-06,,Not Returned
UK-261f536c,In Transit,2022-03-20,2024-11-28,,Returned
UK-629ba457,In Transit,2021-11-03,2025-02-19,,Returned
UK-8c602272,Returned,2024-05-31,2020-08-25,,Not Returned
CA-fe756dcc,In Transit,2024-05-03,2020-05-31,,Returned
CA-ddd8e2c5,Returned,2022-04-17,2024-02-05,,Returned
IN-8a4428c3,Returned,2023-11-01,2022-03-17,,Not Returned
IN-82b79c16,In Transit,2021-11-26,2024-06-30,,Returned
CA-a5e044a7,Shipped,2022-12-04,2021-05-15,,Returned
CA-999e238d,In Transit,2023-06-19,2021-06-25,,Returned
US-6cb4fdb3,In Transit,2023-08-23,2023-11-09,,Not Returned
US-c708ee00,In Transit,2024-09-04,2024-03-18,,Returned
UK-876faee9,In Transit,2022-09-21,2024-10-16,,Not Returned
UK-c79d5f73,Delivered,2020-10-11,2025-02-13,,Not Returned
UK-8f318ba8,Returned,2024-03-08,2023-04-03,,Returned
AU-4d6a1f56,In Transit,2024-11-27,2024-08-11,,Not Returned
UK-0af09e3d,Returned,2025-03-18,2020-12-23,,Returned
UK-abaab931,Returned,2022-08-20,2020-04-16,,Returned
CA-350b44b2,In Transit,2021-04-30,2023-08-27,,Not Returned
UK-e3b9bf72,Delivered,2022-05-18,2020-12-31,,Not Returned
UK-6362366c,In Transit,2021-06-21,2023-08-24,,Not Returned
UK-8727574b,Returned,2022-01-28,2021-10-05,,Not Returned
CA-00dadb0c,Shipped,2022-08-20,2020-06-17,,Returned
CA-02586db0,Returned,2023-11-06,2023-04-28,,Not Returned
UK-fc8827af,Delivered,2024-10-24,2020-05-11,,Not Returned
CA-7fe1e740,In Transit,2021-02-20,2021-06-11,,Not Returned
CA-a7e58267,In Transit,2021-07-05,2021-10-02,,Returned
CA-152d87dd,Shipped,2021-01-13,2024-12-07,,Returned
IN-70be10e1,Shipped,2024-09-25,2024-05-22,,Returned
IN-25e908e0,In Transit,2022-10-21,2024-04-22,,Returned
AU-3c86932e,Delivered,2020-03-06,2023-01-17,,Returned
AU-720c4e91,Shipped,2024-01-17,2020-01-15,,Returned
US-34fa2bf2,Returned,2024-07-18,2021-10-17,,Returned
CA-441d1def,Delivered,2024-12-26,2020-03-10,,Not Returned
CA-06d50fdc,Returned,2020-12-11,2022-12-22,,Returned
CA-d9c0e0fe,Delivered,2022-08-25,2021-05-07,2022-03-27,Not Returned
AU-f10e3cd7,Delivered,2024-08-25,2020-02-05,,Returned
IN-ea27ed44,Returned,2024-04-06,2021-01-18,2024-02-05,Not Returned
IN-d7439a1e,In Transit,2020-10-19,2021-07-03,,Returned
US-e9c54b3e,Returned,2022-07-24,2021-06-12,,Not Returned
US-d6e39d86,Shipped,2024-12-19,2023-04-06,,Not Returned
CA-ae60302c,Returned,2020-01-11,2022-08-04,,Returned
CA-5df423ec,Returned,2024-11-14,2024-04-15,,Not Returned
US-d90d9982,Delivered,2022-02-06,2023-10-28,,Not Returned
CA-55e58643,Returned,2022-11-30,2023-04-20,,Not Returned
AU-a10c8c8e,Shipped,2024-03-05,2022-05-23,,Not Returned
CA-5fe3ce71,Shipped,2022-04-25,2021-03-17,,Not Returned
CA-cc7a3eb0,Delivered,2021-05-07,2025-02-19,,Returned
CA-8c5b58b7,Returned,2023-01-05,2024-08-20,,Not Returned
CA-9a547103,In Transit,2024-10-03,2022-07-23,,Returned
CA-c0ebf74c,Delivered,2023-11-11,2023-06-04,,Returned
CA-0b3c9e3c,Delivered,2020-01-30,2020-07-08,2024-08-14,Returned
UK-5b879b75,Delivered,2020-11-07,2023-06-29,,Returned
IN-4023ffea,Returned,2023-04-21,2020-12-29,,Not Returned
US-e47614a1,Delivered,2022-08-01,2021-02-05,,Not Returned
US-ca82c927,Shipped,2021-01-21,2022-10-21,,Returned
US-0797721f,In Transit,2024-06-28,2022-06-24,,Not Returned
CA-9a8a3e42,Shipped,2024-04-22,2024-06-10,,Not Returned
UK-d67c74ee,In Transit,2025-01-30,2021-12-05,,Returned
UK-d5f5aea2,Returned,2021-06-22,2022-12-03,,Not Returned
UK-9087e2d0,Returned,2023-02-11,2022-01-22,,Not Returned
AU-a84d1a43,Shipped,2021-09-15,2022-07-19,,Returned
AU-ec06eb5c,Delivered,2023-12-02,2021-07-14,,Returned
AU-83d2d12c,Delivered,2024-12-03,2020-02-16,,Returned
AU-2d5c9896,Shipped,2023-11-15,2024-01-13,,Returned
AU-e561e14e,In Transit,2020-04-11,2020-12-10,,Not Returned
AU-6bb1f83e,Delivered,2021-08-10,2025-03-13,,Returned
IN-a8e2de07,Shipped,2022-11-30,2022-06-02,,Returned
IN-698349f7,In Transit,2022-01-15,2022-02-24,2023-01-05,Not Returned
CA-3ac47575,In Transit,2025-01-14,2022-07-28,,Returned
CA-138fd3a0,Shipped,2021-12-19,2020-06-08,,Returned
CA-39ebed9a,Delivered,2022-01-09,2020-01-08,,Returned
US-fcd2071a,Returned,2024-03-10,2022-10-22,,Returned
US-047a67bb,Delivered,2020-09-03,2022-07-17,,Returned
IN-6ccd9bab,Returned,2020-10-02,2020-11-01,,Not Returned
IN-a8b330f7,Returned,2020-07-21,2024-04-14,2024-04-09,Returned
IN-43d6e0f9,Shipped,2020-01-08,2025-01-23,,Returned
CA-1a5ccc1d,In Transit,2024-11-04,2021-12-03,,Returned
CA-6f04ed15,In Transit,2020-04-08,2020-09-23,,Returned
CA-66b1e392,Delivered,2020-11-08,2024-07-04,,Returned
CA-bd3fd05e,Delivered,2020-05-04,2024-02-17,2023-11-27,Returned
UK-132023c8,Delivered,2021-06-25,2023-06-08,,Returned
IN-643d2c7f,Delivered,2024-04-27,2023-11-18,,Returned
IN-9fcf7d45,Shipped,2021-02-21,2021-01-06,,Not Returned
IN-39a32f15,Delivered,2023-05-16,2022-09-19,,Not Returned
IN-4f207648,In Transit,2020-01-15,2023-12-30,,Not Returned
IN-99b336cb,Returned,2023-08-05,2023-09-04,,Not Returned
AU-cea55986,Shipped,2021-07-11,2020-10-05,2020-02-22,Returned
IN-ec796048,Shipped,2023-10-03,2020-06-03,,Returned
IN-fe143fec,In Transit,2020-03-18,2022-10-05,,Returned
IN-b0160bf9,In Transit,2021-10-23,2022-02-05,,Returned
IN-f50eccc7,In Transit,2020-09-12,2023-03-23,,Returned
IN-841e0775,Delivered,2022-11-09,2020-01-18,,Returned
CA-b6ed95c2,Shipped,2022-04-22,2023-10-14,,Not Returned
UK-321d7dfa,Returned,2022-07-29,2020-10-16,,Not Returned
UK-aa117892,Shipped,2022-04-29,2022-05-07,,Returned
UK-701573d2,Shipped,2021-05-17,2022-02-02,,Not Returned
CA-af0a1232,Shipped,2025-02-03,2023-10-15,,Not Returned
CA-4ff09f46,Returned,2022-10-07,2025-01-26,,Not Returned
CA-e4805cfb,Delivered,2023-04-08,2024-03-10,,Returned
CA-0065e8e5,Delivered,2023-12-20,2020-02-17,,Returned
CA-53e3876c,Returned,2020-08-13,2022-04-16,,Not Returned
CA-17f8c8b0,In Transit,2024-11-17,2020-05-03,,Returned
CA-eefad1fe,Shipped,2023-01-09,2024-02-14,,Returned
CA-3eab730a,Shipped,2022-03-26,2020-10-13,,Returned
CA-fb78a7b1,Delivered,2021-06-17,2020-11-15,,Returned
UK-409361b2,In Transit,2021-03-17,2023-10-29,2020-10-27,Not Returned
UK-5e73da0e,In Transit,2020-10-31,2020-01-07,,Not Returned
UK-34fd6455,In Transit,2020-04-07,2020-09-07,,Not Returned
AU-8e0500a7,Returned,2022-11-03,2024-05-01,,Not Returned
AU-cb77ec66,Shipped,2021-12-07,2023-07-05,,Returned
US-5250792f,Shipped,2024-03-14,2020-09-16,,Not Returned
US-a7ed690d,Delivered,2025-03-12,2020-07-22,,Returned
UK-d7a9fdbe,Shipped,2023-11-14,2023-06-19,,Returned
UK-f24c284e,Returned,2021-06-15,2024-09-04,,Not Returned
UK-147a3b42,Shipped,2020-10-06,2021-12-21,,Not Returned
AU-f8c407bc,Returned,2020-07-23,2024-07-14,,Not Returned
AU-2ea34e8c,Shipped,2020-06-28,2022-02-27,,Not Returned
US-0e61aacb,In Transit,2021-07-20,2020-09-08,2024-07-27,Not Returned
US-d423f1b2,Delivered,2020-04-22,2022-07-10,2023-04-02,Not Returned
US-2415a718,In Transit,2022-12-01,2021-11-18,,Returned
US-326ff9f2,Shipped,2024-08-07,2022-12-24,,Returned
UK-7ef5141c,In Transit,2020-05-28,2021-12-19,,Not Returned
UK-49c33945,Shipped,2024-03-16,2023-08-11,,Not Returned
UK-56678552,Returned,2024-05-14,2022-07-07,,Not Returned
CA-96815cc7,Returned,2020-05-09,2024-04-22,,Not Returned
CA-1fd2557f,Delivered,2024-11-09,2024-05-23,,Not Returned
CA-8db7ff93,Returned,2021-04-22,2022-12-26,,Returned
US-29a16fd0,Delivered,2022-07-10,2022-02-10,,Not Returned
US-76ba09f0,Shipped,2020-09-16,2021-06-22,,Returned
US-30000b69,Shipped,2021-12-21,2024-06-20,,Returned
US-5318156c,Shipped,2020-10-28,2023-05-07,,Not Returned
IN-0de98957,Returned,2022-03-27,2020-03-07,,Returned
IN-2f805870,Returned,2020-12-17,2023-08-08,,Not Returned
IN-1e05d2b7,Delivered,2021-08-29,2020-05-26,,Returned
US-9ac1d28d,In Transit,2024-04-17,2024-05-30,,Returned
US-83763315,Returned,2020-03-04,2024-04-21,,Not Returned
US-87daec7b,In Transit,2024-11-04,2022-01-09,,Returned
US-27c2149f,Returned,2024-06-23,2020-05-16,,Returned
US-b2441a96,In Transit,2020-03-24,2023-01-26,2021-09-09,Not Returned
UK-e881630e,Returned,2022-02-28,2020-05-08,,Returned
UK-90f31ed2,Delivered,2022-08-26,2024-10-28,,Not Returned
UK-2f250144,In Transit,2024-05-01,2022-03-31,,Not Returned
AU-4702be7c,Delivered,2023-07-17,2022-08-23,,Not Returned
AU-6068dd3a,Delivered,2023-05-15,2023-07-26,,Not Returned
AU-29c70e13,In Transit,2020-12-23,2021-10-13,,Returned
CA-1785e83b,Returned,2021-02-09,2020-03-13,,Returned
CA-f8138fe6,Returned,2023-02-19,2020-12-03,,Returned
US-627c1ac5,Returned,2024-02-07,2020-10-17,,Returned
